drive_file_id	total_chars	total_parts	found
1BebzXjHrMRhilrWt8BELxCNDiT5mgKpFVo9PNgnzv0o	9227	5	true
1AJmj53NzZoQJQwOiUqrdfq2YciSwC3HB	9806	3	true
1n08XwBMCFrVA-XqOqijvH2Kte-mXHs1z	13731	7	true
1M5_eNM8D_uw-rFxZrGc1hCfjUJPFUkan	11100	6	true
1WG_VVM481SYu5KteTC3il8FHEGX9k4b5	10684	5	true
15RFpOGMwV7NiGXVr-h9Xeey3u00Op10I	6188	5	true
1YImsGiw3tSB4eQTAcUbPWWoJwQqrxJei	12011	5	true
1-XmdH9_fHjoyIP84p4JyQHKGEA1jrHN4	6621	9	true
1_Kti-SSCmWovOwZ6A2KFdA5s1qoH1I4i	8728	5	true
1RRZsPaNNLEcnrJODjEi7Lvwgn-FU-WPK	12407	5	true
1w9oiT-lA57I_7_jadZ1FoJySuYJOqch1	11332	5	true
1fIRXbYjXMgZdMJfSNKl29sDdvjxElDi7FzdX_sMKFsc	11724	5	true
1I5ccXAYU0oPom3t5o4Hz4RRV2ue3sR-1	7812	5	true
1kBeeO1Fig_UzzZWnofGCivGEX4lPQAZZ	17946	6	true
1wnDJbbIBjz1DAZiu7gxBOb8xmvbOKVkT	11847	5	true
1JXxdPWUyP1tAaa3r3WPtoUg5e5uROBx3	14216	6	true
15PFmokjOYS--QXE0L_r2onbOevB5CJOv	9986	5	true
17K2tuWbYnOHY78LFaeiKjT7RXbJ88H-7	14342	11	true
1xYkBPnydBHEdItxuHYWhTHqixDHM432a	8439	5	true
1PE_dX7RWMNrF35W0ddZ8F4neNkoJtfhr	15454	3	true
1_lwrblQyYeGBkGDWsOztRXCjF4NNhGCT	11846	12	true
1cdxE-nAqbGWi-vanEL0kXNe4-G7QjdCIo_z4t89b-hk	6700	4	true
1odHK5SY0jiqiEhee-FKUM-zMC6WgbkMP	16357	6	true
1EQ9QVT2yMsq7oQDSOtL3OFozakOs63ZGy4CHUSo7lqw	1895	5	true
1JEJmLt8wurSerVW1QXeeIYXvJE-kTi9gV2eZkwsKBQI	4677	5	true
17wX2zuzmH7wQXMLBIWHzffcwVKs8EwoJQx7FiZXiKqQ	10399	5	true
1INjpBgmumH5G-dUHctYeE61f_Im-hKCW	6519	4	true
1NMVVn8QO3M6IdEKmNw7xMJMlz8-EMOo5	12665	5	true
17Z4phsNo_IPjorCZPLAW6L2Sq4avH6dc7LM01fkpljo	3871	6	true
15X_ixCozQUEbwJWUw1zi58iQwSX6ZxpBilYWfI75DyU	9565	6	true
1X4jL0dumCeJX3bHmHV8aj9w5kcvtfhOumRvNrPTp7OY	9139	4	true
1O13wObhv9A8Stq1FtzqGTKEO6q_JcFcEPvHOaVrr64Q	3479	5	true
1CqWVGiMB7K0ZdOGANGdNKAaikjdrAENpxgT9xzRSyCc	7518	6	true
1DeI1MV1-wTDRXESI0qR5i3B-bN7P3KXlSq3EQE7Ouhc	461	2	true
19yDxYOjD3JWQWo0heL7-_MmuScHYm-td	8192	4	true
1T9izfee84PPbkTiAe5G33u-0Dn0EEQpe	6194	4	true
1ebZAquNBAjKSKbZ8A2qot9ta0eqoQD9q	1340	4	true
18XW7rR4zxtTCmlRI6kTHXe_qB_cxWJs9	8905	5	true
1iY87djPfQNkUImY5Zt1u-cVWeNTzFUuq	5413	4	true
1H8yR9LMwEXhwcMioC9oCjuvLp6K2ydYo	5279	4	true
1tNhFnMf8tCbeyugYrsuJDiUlOKisBZcE	1379	4	true
1TVutemy4U8uWc4HQra2U4TlMvGFtQKU0	1506	4	true
1Fnqqz65C1QC84OSl53y7AZwkJkAmh0jIAAnl2vT-WgY	5028	5	true
1LfRwJVimPf0ugffVKkPqRXP3-z9Uza-cR2ZciRLJ4-Y	5192	6	true
1s_vUNOMHsnnCUJ_CNtITFTiJ2sG6HHyk28TtKFWuhso	6993	5	true
1B7F7w8w_KAP91BYPHJe-J2J5lUXQKIJoruBIfRV0lRA	7254	7	true
1ZcbmcQnRHrTvpBem5Q6FsR58kZAMtaQPdR6E3vAXfqg	0	0	false
1PShE911I7Si0b8JGT8VK8SBVnLEUsCK5iKOT3NAn654	3695	6	true
1Ifb9JOLzN3dfwES_BvUgzABW7Vuthb_lZwC1TLmDdpE	4185	6	true
1ftTirmM4RVzNj1ePdH3VRpA2D_lHzoNxOfr0BdRh4NU	17715	7	true
1g9UQSxaIk9LbCQMYNfQ3dQ7ERBi_hVNlq_HA4lc5Xuo	8550	6	true
1WPFYuLALOnUV6iMqY-PdNYYcn-FOIKcGGTUljoJpgHQ	9032	6	true
14drzu1mKrpSn4YJJUr9SMVVOa8welWM4irKt_IxXxYM	9166	6	true
1GoRAPsqofH0BmUSyIB6HalRryiaCg5LSmHtQisVQJXY	12182	6	true
1yCSvfv8m3DyCFOlyx4bcdFVQB_SZp8jVuREVYptAXXs	10669	6	true
1fvqLaLSCe8SyFJqfnh7FnFlzBAVZdr7Lt3bmLultWHA	10500	6	true
1lE4JpDglohPOro0lbLG2XAHQL8986aElEczYHRoWZxs	7805	5	true
1rX4IksrySFyaNvFKRBNJ32FVKQxk-dxOfEUCCKqqBIs	7123	5	true
19o0uJEIxbYiCY4hjOecE1ixo9I4G-Nm0SAfnrWU7HcQ	9054	6	true
1zXR8ijH-rQTh0Ai5P9HIiHFuP2dRe-6OsHne8qiqJnw	7480	5	true
1yfK5JjSEjchG2AlaHXccRah2Xb3L83ljl5x6928xURE	8341	5	true
1sWvUR1ebcY98zLSAj3NeXYx3MnXGZtHMPV63ZjbFOwI	2099	5	true
1GyI-J-m7NuUGDXH-ejdvpUNRqq2ECppRWfOggAr-MUY	5676	6	true
14cayhamkfRGJW2paC9KotHeUm6rIRd8UxPP1QjdM9FA	10676	7	true
1KehhN_ysNpigJP9AeuvmRITGKkNHyCT5omzS8xsIauY	14762	7	true
14RscCR_s5Gb_EpHhv6ZviCzAvgYqBxOHzK-gs0zNcPE	11265	5	true
1YhPizwEZTPkOyfytglN_KIzu_hxqwEUsp-ufQo9b3gA	27599	9	true
1akuiP1hYxZ2D0fhhCMBPwabgTqTEVCXj	2014	4	true
1fN92j9BkEO3r034lHUKfIoIFYgfFgUcU	3542	6	true
16nFU1merLNC1ySVRvITgeDqbfrEdZmC8	1611	4	true
1y-SM6WYEYLQ6YcbjeL99OwAj3C1K8VMU	1717	4	true
1YxGYcAeNxCe1dGwnHKUn6dFOotsiZhmx	3383	5	true
1hggKo7mI3OVnUkxWN-se5OE3U4vTXV0h	2778	5	true
1byl7E1UF-J3em6U2I-m5kHyBTpalVFt2	2423	5	true
1_mEFCGYM6LBVDHYlI0lTJzAMae7AI-n7su1CwG8IQcU	3100	5	true
1pV_9-ijazK_m6-6akz7DhWlklCmJeQL7	3462	5	true
1nGZooAbNTmppcjIQUzVEzG2XgC9u2SNi	6873	3	true
1p9meIVmkElaKpeCSQH52fvAHSVmy8wrh	3493	3	true
1PAycwoY8mBp0atGG7UIEeIrJFB4besCy	7034	10	true
1EZoeWmmGHJ1ibAKeUu5uH6gHdMX02pYF	6974	6	true
1qJjlPxoYMd2buEgNpAjbX37PkwzdMTu7XEtOsCVEO_I	2191	4	true
1YHRLDisXUd-so67J40MVvkKSledC5VrK	10734	9	true
1nWpGi6I7EM-3_NF9J9OlBkqHbYISYBNo	6635	3	true
1tpbiS2IpduWL4uzRPf0ebHZg_zLN9_Gz	6301	8	true
17WCLhlBVkZYbrY7KXizNHr-BtDQH7owGSHgP-UnyP90	8348	6	true
1sUk6EKyl8MRGe_cFegxhj39BkyDZRi9mOCnNQz7MfQ8	6599	4	true
17achQKwmHCmVNYjopqW6XasMIppQcJnXAbZ1HiuyrEI	12683	5	true
1kqK6OmzOiD9K7sDJxqUyIyJuvkLmBDk2	1601	5	true
1S7NpCctqHAR_jK049NbyU5PqyVUtV-1C	3492	5	true
1ItE3kwkXrlOMPEuybsqLtehi8JTMbHw5HrJtU6_tPFM	5293	5	true
1edGZeLbR1KX6lWRrvwTJ3EO1J55jc2hN	6461	14	true
1jHB3JcRuktyB4pD4cb3y5U1qamqHmBMU	4508	5	true
1gt-DCYi57V0lhCM0W_X3lfz1FTTQfKkYqWDYiMsKF3s	4016	4	true
1281tENhYJgS1mHoGaTEh1PTcap07bKOZXXkUocbDHZA	5998	4	true
19WaZuMqbPxnZvpeuX8WskqExA3D-TbFHN_L0vh6DoyE	7935	5	true
1yzJ29j3wAAEGGbCK0OK4Fzqyqi0AYobO	16339	7	true
1_2VltFyyFlMYVs-q7c96s9G6Y0HscRN98UulYLPPsys	8298	6	true
1PLnvJv9u0emZWRfSuSDJFiolsXVzwWCT	4326	3	true
1cx2cURQpTilo2qkQfJYyBIVqQq9ovK4K4KGe4eowyE4	3253	5	true
1qD379SFksQi2JfTkzrbAr9eijfwn1hZoa01dqkp5fm4	7135	6	true
1TVuJbjEmbMAhVEgXtqp4SCHXfCd5CZcF89h7LnTeC-s	6775	5	true
1P7zq8hu4GNSvl_PkDFS5i6Z1UEs4GaIT	5106	5	true
1JyvAR41KTdxPrDTVJn7yQ6RO4p_WVP4IAGGWj4UavNU	4104	5	true
1HYJQy4riP-oZPFdytTaB9E_sh3ljcJ57	8992	7	true
118AYvTRFjzAtVCnLLJP4BvHPXQAoQKGN	9860	6	true
1Zy_US6TlT57MHdxgqn38agMozv93dF3f	5611	5	true
1yydCFdCCeG9mrzN019AKT-D01QgKdJ4a	6750	5	true
1vU3Bgtfn8J_gP0ShwXRkOKySSgtHGPtZ	12457	6	true
1bcCDwFgFqHxIQ4Txrw-R5atFUELmXaS8	10169	6	true
17EjfQdelKkyIyaQZatdA9hh47DjYteJF	9067	6	true
1m4J81Loq5wlpHHFUn2FQ3hsyn9e_jiup	8833	6	true
1BzoOjdD-z4ieOf3WekPjgcItNzU-5vPM	11975	6	true
1KV4ECEYxQ7x-1CXt7DjvTodqTUE8zgRK	10045	6	true
13H3TecXsj1A9Rw3C8i3fv5xj2FK-jO8C	7825	7	true
1Mx-4vclWBdbV6eR04pgN5mrHPF2MQ7EY	14116	9	true
1FABHomf-iRdQpk7yFdlDAhGIbdDI7iVz	8713	6	true
1f66FUSAON3-5_YhhXqslGkIzf41CXnd8	8021	6	true
1u9TWUg3kT00oDzFMVEcztCQkfS6kQLIg	6467	6	true
1Iy19_S8RgEyFUEXHMcyuGOBwzoxTLkgu	3177	5	true
1XLzLQZsLtXXBfXHK9TmiCsJWjVKigo8s	4873	3	true
1KNOsA9bUbLos-nIlRO0cehGFtFroG_MVJJwVngPmrAU	26879	9	true
1yKhIW8QnwKKZDp1w7pznndL94d9LJInrItAZSUTpWbE	12162	9	true
1Zx7E9SLjbRUxYcPioR6UZGz-uIMxs_LjEOwC0LcS_yM	3341	5	true
1KG2I84C4Wd-yXV9d2BJUe8w2LIq94HLhaN72aTamdwQ	4913	5	true
19VREpRgzH4A_ie7n_4AE0fzSHpxOTrRyL14IZ_YvXo8	3701	5	true
1MfdXW9FoMNER2uSR4CmSuFKcvgXicJMMe0DjAXAoFs0	3871	5	true
1yciVAUUfw20tkfiE6tEnp0jk8frj11Rb	7343	10	true
1nWWFMnMJU9ecigxAOUGcj8-4hvu6cxWSn-LGLaat-6o	9780	10	true
1LovM7tln5JfBVcKZYD8mAVSyr72NlbvYHHZ72EGmaP4	5513	5	true
10TLgMl-YAVNZJN8_JCL63tivLFKNNKcAtYY2ZhJfWpA	6442	7	true
1Cs1niffnLs4L1_c2jjhe7GqkgC6pOqm6olD9rT8Yeks	9031	9	true
1LsvPiKqV7c5PNYqb_l-VIWtI0qyD-HlFNFpJPYf1J0c	11570	7	true
17LmXqqo_8fx2kfkNYHzarKarLEmuBbZ-YpTivETXOt4	4709	3	true
1IP4AFHgB4HLH8ZSAuxOOl8Bxe10Az7PXoyJtHM4tGVE	3686	6	true
1H17CC86GFaa6f8NRu8qxd43oYowZSgli5_Ib5RVxiDU	5702	5	true
1ScsPNCiDiRgwX7mjDKXCvfWe_sV-fVCv0OppgdmwkOE	11564	7	true
1i38Vot-F3aGyWV54g3SriTq1NaYBWRCgJOatV5KZnOs	11719	7	true
1GRpZwvr3yj4g8mkEnBpUSnivTR-xWA9k	2024	6	true
1kjqj1Fxcy9ZPuRWkiU1hMGKAvVbPShTZ	5185	4	true
1WSy-64frTMAjr76ICqG33tBDNwHsYgEmfghRlFM6IjU	9922	7	true
17XdNMS7TrkbYKPgnh8Vl4yXXIBO24p9yAP6veuQK3n8	11758	7	true
1gmC1-YaQGqC0v7uNvoeRhf3r4IYej6TorjdXgtmM40w	5981	7	true
1vFGXxrgE6TO8GTdvquH8876oa2Cl5kBoMGMJQ_zZVyM	5684	9	true
17WMJ8v3C_tdYRizmVKK5uCLllBqSxrUK52pbtPjCYP0	12717	7	true
155SyxfdYbenn9Nz8jMtNFfIHx64zdHkUzTfVQzi9xJU	5363	6	true
1KcHqKjMJvHnFsrN6T_zS35Z0uhNJLW63lPEpjocb9yA	11376	7	true
10syfFuPO7nip4Y-YV6DvKCiaufDy4Gv1dM9JYdsKZv0	11067	6	true
1sY8fIBj9hSmN6YbG0ylQGHG2_vHUT4iZqP6UIwrvNng	14331	6	true
1XxG6TG6ppbqiAaAiMHb9DLIO-qZ7AaCH	2683	4	true
1YcW0SHmA80Oc3ogyAYy4I8JYECx4M6pcu7ms8qDVIoU	7749	5	true
1M_trHYEqkQ0dyXo0PyrS6WmR1gvl-WxLRBBn9DwxLmo	11349	7	true
19nHYwdUP5OZ1QeQlxtIO2hph4u7MVB8DB8MTEQfs54M	3164	5	true
1sSDso6QrrBDlWnWWP0_mLTf-eHqW_XbekZisFciZkjU	1916	5	true
1yHk46topL9cbxFMLauDdx7cvmiPKGp8ucGmMwkFspt0	23187	8	true
1Y26M023b1wuhQaxO0ZBX7owvzS2fJo95	9201	8	true
1O5qHRpgOp663SxFOVAaDM5mKX21eZk2TNWzfRXu8bfo	3422	5	true
1Wkr2ChvsF3IHD8hEcgFEqcszuoDvoVXVkzaa2dwydYA	18765	12	true
1AQg_begTgDEv1z7OsMJK3Y7848VhKy28Zoy0Xp_GFmI	12170	5	true
1tQkn3p8rGeAJj_hHnzm1KaZ277lGr44DEH3jxmBAPC4	10153	5	true
1SfbMx8VVYb1hxZUfHuascwggXhB0Xnp4bQCziLBV-24	4764	6	true
1-RXrM4kFV3vFeekoUxzcIN8o-DGzVnyqvVA_bT5Ckhg	9389	6	true
1X45PmNBYyGHTGKm8KQk2bEOi3R43cKUU8VJfUz6VZdw	16342	9	true
1Wiqvrnl8IzmaCGA2aTgBetVdjlnK9ccJ	12027	5	true
1vZKBJ3K2xIiOQm1ZywlSstYjgiLgs5Cm	18635	6	true
1a0tvNX-JY8v3rFCVMTjKmQtLqDqFsfaY	5929	5	true
1zKj7JAjZ7rsXEuIL9QSxCMa3uXgZ9nmp	7921	6	true
1RuVprRO7ACvZe_YdY8tfQWkidafz3lc-	15913	6	true
14gA_8XjBopxHh4Sp-V2FvVWE865P1fEt	5485	4	true
1L9Afns9J9jVNtAVr7mvZCu8AsJJdG5ly	17995	6	true
1u3uzLwW89008REo2TGD7Q18AMvTAkJEb	11004	7	true
1Fd2I9-BYOiirlSQoil6VhWUQKCZgXLA8	9497	5	true
1M9prIjUzrsoKhKh6CZymR4PkdoMKGeTh	3623	4	true
1avbiri5laYR5qXcjyIPgjLFaV1rlP6ork3CMY1cM97M	4763	5	true
1EDE_AxAA6DMLD8jFDB9xItXOQaObZCgsJmXa4Z6mwbo	5248	5	true
1D9Nzi73l7f9mOvl22TOkYceL6WDEstbaWYocGKp-lk8	5349	5	true
1dkcWs6T6HyPUaukk4q8lx9lq8WYNamrTlRpWOTOZmMA	3702	4	true
14J9kI4LigPKerbqvSUmdIilEK72r9D3hGNsOieAUszg	7580	8	true
1weX3lsQL1acbfcLtJd7Er2vlFSf6FU9edT-DCJ7yff4	1077	4	true
1qPwmwR44XR__mu5JsPBcLzl6lnkzo6a_qfhHAFxI9Ms	17990	6	true
1acEyx8gqvjxgmYThYv3eIp2UOPjIJa8-p1eiIBuTWWw	8358	5	true
1zeNtnjz36PbgpjdVrYMaq-y-blbb5SpTUqsAVcGvOTA	4091	5	true
1VrB_CcNZPKPsYO3kHHZQsIBa0H5mmGO1S1U_A4_W3k4	10676	6	true
1ZpqWpcPmh0Kd_A8OkgfYPKC-Cva0DTFB8v9UJ-poWDM	8034	6	true
1Z-XntXoGSHpYJF0zktB7fXCswjzT0ogde1Dv6-m3RVM	25599	7	true
16LBrs_nrIm5AiAxbMz5jdIXub1gJePURBQOC7IyeYAY	25090	11	true
1FDHGTaDIkuDc69glFy44NTrbajv0Gc4x	5693	6	true
1Ik7_CcZUDEHpWomMAIDRNlJZ_IHR7FG9t2fGcDKNecM	33768	11	true
1LZWlRrCLSaNmlME53e4xMArKh_l7VoF2S2l_c_aF4CE	38341	15	true
12OKBgIHKaNV9Weas1cc1Oipd6_CYAwOaLs7rWhu93U8	23462	10	true
14XWzMd2i-zWDexdzMa-yd5PAj_s54dADApBpW1TT7ps	25523	17	true
1oDw99uOCLJ8s50EHnV7LXVJR989y4jsA	8750	6	true
1fH1l5X2hICNnqN62PyMZkteWIT1S6ulM-Z4wjbl16gE	3657	5	true
1VVBhksuOCCZe6yBy6jzaGeJA4-kc0pPI7akDnVFrkL0	15710	7	true
1SyB0rR5_neveeGMGtqCXuQiU59YgumqmAjkmEj8yZBU	13700	17	true
1DJDJAfGhCLBKyXki1ddbsDf5jbWEoI_EaRKMPwehVXw	29065	10	true
1gKj76zruLSEEiFQ4XISYUBsPjHINEJrYQT0keAhaqBA	7091	4	true
1mxoYC6qFSTd3zNBRgFSB2rcGZiAXKCxHPTQNaw7Gz_Q	9579	6	true
12h4f39CMuzFty6M1V7sraqP1WhH7UfJ9qFqjZvAfA5A	21853	7	true
16iCPiIzsrm2TLQwkMyhJizwAkMettsDi	4843	6	true
1ShEw5XQhSm8X1I_Gmwj_ccMe7twToBdzAx6KEIwECSQ	1888	5	true
1RcoFSCciPvk9hFMypeTKcKWU9Q6RPfpWlNmp9Bk5oH4	12477	7	true
1JfX4lPlgO_hI8GRLF5G2xONdIgHriDskTjf0-zIkV6U	13806	9	true
1VXT98a1TZORu2HEocjVyNfO-YkG2pfMlAumoEjtjF2I	11347	6	true
1zo9JVYf2S5bDz9pMtxb2XNf9t3cNQm_ZdcG8M-nl6A4	46296	14	true
1zYvm6gaVmbWkOCRHKZ6NVTY5xM4Mf1cjlKOUPrAfIZk	15355	6	true
12nrdMGJ3CKTNsdrsMJe6HNiKgwFJfg1tLNgSIO_0Rhc	0	0	false
1xR589pGOF48bv60v5Kx2MaqkiIiTtog-gj77Ao350kc	0	0	false
1C95hjA31YeUDJpUOloAITrhxMI-Y1iVN2a7XrPozlqQ	11461	5	true
1vYsIMrvq4Syg8KQEiGMZtlh3Uf3aPZsvZjcFtK-STpE	10415	5	true
1ZO8BotS6Tx19NDuHxie3aevMTIyomWE1IkBu4ND7jFE	16862	5	true
1KsiqLk22P5dm2AoNMJtOI0gC-YCOZ9F1EC4f4XM1xu0	12955	5	true
1oTKPMjFZOVXLwdJELXKvsTqcoX_C19hNeVkB53MN5bQ	10980	7	true
15hyZxd9jkbemv6KK1M49yAsipyNNwJ0K4fj0NMc0X8s	11208	8	true
1q_TbgIeD29De5duNKhY4hYL6-zuDwedmFHx-LF6CBVY	5962	5	true
1s7bC_GDCi8Md-wvKPrM9jXguu6aKzpTsgKrlwQ5ixrA	4806	5	true
1TJkKifLYcFrEdwh3L5qTIKVRNW7b-EQoDT4A1vCkppo	6740	4	true
1LSaq25pNlv9FzvQoIfw7hxBZN1gs_2Umsr-kjgbq59w	7195	5	true
12PW8ClO-MTIN5u7PZmgqvr21fSnLrwlMl07yGV1Fi5I	935	4	true
1wwG7SKQGfS0kXg-gU5VaxV2CjEE55isdNUaqYfCS-Yc	15642	10	true
1FpUQKs7h3yIcDQIOVF7iQLfDf6Keb33j_bH6njFZSao	0	0	false
1o0I4PRLS3cxj5xI5CbpAZGitC1yQHuj4	3719	5	true
1TCz5V3EaccnUZo8DyXp2JtOf4M9fFHoGm47bN_YzwqU	5911	5	true
1x5AbK53v_ngdjvh3W_ZCTxlEyMWptvbIYQdBkH3RAH4	2404	5	true
12hDoaE_FEWbLJD2UWuqjoGtaKd7Jim0lH-W8kwomG2A	4610	5	true
1MnOZz-OYYxYcM3vOgYD5Q8uSdP6qW3K50Av-sMiLta4	5640	5	true
1Ysqk09GCdwEIarslbZcRiGM51cHvChgQoQ0IQxLAt9M	2083	5	true
1BI9u8inrzuEkFW3mx3E2wsI0fX_zE-xro-Pg-u8Fl6E	7679	5	true
1Wpy9TDH2YyJtjfH9-8cUgzahi3zDEqAhugkUKZ0MDzI	542	2	true
1mzymn_qRUc2qze5nunTK2CijBhijVbIctW2EKRD3Tew	5911	5	true
1UQvXcjwNJuRa1S_dotfBg8ZK4Hl4ml7daXKsmzKfGCM	5911	5	true
1IGNli3j5PKUGoPPcd8eRtV2Tmprn_vElw_YghVY1W80	6368	5	true
1_jw7_XKi5a-LL3BGYXFvokAJj-N6Piy_z7JIGIlpIis	6702	4	true
19G05OTSfprvgQWTZ21DaSfI0-MCEBITDE18Wz86pCDI	1521	5	true
1KwJ4LJFspLq7FEJqj5kJyQq9C_GCT54XassCQ8r4Kr4	3154	5	true
1sJrhAIorgUW7PAdmHzj_H4R_6lEkzcSVA0YcrZ9yFhU	6039	4	true
1zA9_rD2d_SfVwfLDxpMfTBItDqd4xKqdlS6uaKhYZ6E	1647	5	true
1AKmY8_cF2Am98GcDEXRzERx5ZvvCt6x5gxVch1lRu08	5085	4	true
1I2RSPHyl4Tts252xzaPGfigRf97vqorZPxt2eZHTE7c	5911	5	true
1tPyiHg6R4rj72fvrx-QBesotGCA1ilLb_mii8l70SyU	7183	5	true
1-VTtnAKvP3QLloPGS-NrzJuUYCjQIqb6cGM5N6DqyBw	4887	6	true
12qAWC-TYZl8JOwts6XKdadqcOoAGYnnUu7VL-mmoo2o	2477	5	true
1zoZeC3WPeDEEZTvWqqkt_ZkIP2wIbxhk3ZkwsAQjNHY	3708	5	true
1cEKRQNOpYAtqDuIlsuiUeAmQ0hx3DrO2ZcnntlvPJX8	5725	8	true
1-IBVQ0LY4soK9jYpgQpmuZyAwvxS0LN_Do6Tss4_H78	3669	5	true
17Y-1_jCme2vELrX5d-tydl4_5hem0A_dm1JmnVQ2UTo	5554	6	true
1fG7uK3dWnp14l0tDPgcIrygNMxYK_ewsexVgXNXEvCM	5911	5	true
1pEaAPCek-CAImwyQtqnqsPLD0ZBwA5IMrT9FimoxbhU	2572	5	true
107asoEkJe35Kzj0R5errgPn3GnzycxdLERxiWxo_rH8	12396	6	true
1YxHhfvM9MlrSxVL4dhCeKVjY_MV5RUzqzvudxdk1ISA	4426	6	true
1cPOlzylw8EulxLD-FspbAAn4L1b9OfFBUZU_creAz_4	2113	5	true
1xRXe-ZLAmy1CaGnmR6oJLqaEVQJLngq9U5YYXA5KHa4	2953	5	true
1ksHWyd_7NdBh2-oq5eV4Z9ex2wH58RR6fCMQioDeihg	7091	5	true
1MRTzmvhdaeh4t-wpNC8m_oDC23osgTVwuzcPd6Wv1Gg	3062	5	true
16W_hjUlTFtLqOEGKEvCMkHCswx56UIsCsuGF77T6VTc	6958	7	true
1ciZ7Fs6sWgXQV72l4RNSMb7A9sX_AU0fMNXJHDiGq00	5911	5	true
1lx5mcTB9iY4V9NP1KkygF18jXJemU-wUzKSGIx-nTq4	10183	6	true
1sRAd4gs4ML3-_1XOGDxQGYuA0z-4mXaEUN6PLwFW4n0	4405	5	true
1YWNG_RNwbD9_Ld0oYgghqpb8WN3F2CiZspORzvniGGU	9718	6	true
14QMwxtYDnbe--X0hOGdShmaXBSKhu6V45v8yHJyRxEU	1394	5	true
1YPFGdPCtTDW4MLo4pNOqzo7RocgVFBl0rwUflNB9wC8	3367	4	true
1_cnmgGoOpINnWIYvd2qME_owndLcFlyxm8gT7qtry68	2661	5	true
1AbmoHOFX2jLu4tg3m1gxVrXbH3xfjImyBPqSfoMd-PU	3337	5	true
1DjCAsbZyL8rAIHG_xSshUmeL30WWjxZVX5Q42Qm1ZK4	2078	5	true
16JMu5y5WMdqI6BiVOxLlOgX7zMUccuwAsG1mCesHcmk	2504	4	true
1zYP479u8PlJ-50NLHTLLXlI-lOLbedcO3PI4Ss6ahZQ	4239	3	true
1z9UtgZzXhxF4NPLWGu0Up3LDw3ciZUWU8tWnGOj2F-4	2064	7	true
1boaidZxzADB2qPo5zUbZWNiDToYFbYHGAXagmJpkSfU	3913	6	true
1VyX7WahMQqImi22mRjBvl8fV8C-XFRskL-_eYunxkSM	3552	6	true
10Q6abGFMTCZP3dvH9UKm2XsyNAiRKCJXigzOV6uNyac	1536	4	true
1vUBzEo1SgmX36Pw8O_y_Xi76liStb9-g9tJYLmtH7rU	5809	7	true
18imwhbsaKHlxedRyMrLOYJ01AsOumR0hs_Oo_uTOsjg	3379	5	true
1Zy7jehWkc1D3XDRga8Uusth9FBjO19fo7M1G1tAuR5Q	9466	10	true
16XKWl9tccXde46UH0Vnu8dUHepmupbDTJ5DH0X4D4KE	3866	6	true
1acNTm4ywE-JliQgPvhf8EA7UHCPB85HYxWFTBHxtYb0	3850	6	true
1D0wj5obIvqXd9mriFFvwGpR29Klbd5Q2NWAjhH9QBqI	3545	6	true
1rjndau8koPYhmQf9aXf0qh-5vT-ZpJawiBSdk155jec	3867	6	true
1lUnLkjMzp6wj0JX1_UP3o1e-P8RKa6Hg4h2DD1FOzRI	3533	6	true
13A4kg4hjRGzpXIRLUV3c-DrWKCk19puGVspKuurobsQ	3866	6	true
1QMn9nT3SGRkrC5wxnSqQAaxyHz2iMJ0ZBjpOXllaNEU	3654	6	true
1byIsfaYoqlUdehj4NxyIy1d2mRwGDPt_ZoXcr22Iego	3552	6	true
1ACi7E3pDzIXJcVohfIIp0oEZQFdJ8Af_nzPRfYdAiEk	3552	6	true
1IGBZ-1dXLeijiF-w5Kfve_qFsrhVHo2s1WoTJarXiSQ	3552	6	true
1SpqozKLRxpPCEQT84POMzWX7t-mmemAWuoU-f2UNf1s	3545	6	true
1rSJlRocwLDWhFu5Kix0KtlRCU_vgNITeYFAR5NDcvYI	3552	6	true
1KFSJ31B8S8ltVlEMISYedXx2nC5xoOAPuuOxor37IbM	3866	6	true
1izfYNlqCkemjYaNGO7SOULGxfrcn6TZyD5D9PamvFa0	3552	6	true
1DUnveHTzw_P_BqI_g2nUwdcmL02cRgfhtHnjQvWB_jg	3632	6	true
1OyhImAKKwcN0g3vn4R5xKuc2Zh1TZczd93iCbdS0VVc	3552	6	true
1D25yQ1XswlaPNnUJC3bETd3RK5EFfECxXB5b8WXiekE	3985	6	true
1SrUwLtaPj0PfwEgaZ2Y5NALM3F1B0Cvm5NVED93HvUg	3866	6	true
1ip9RdjRhY8Yy_OzgdRjiM6387E1hjz3Y50wjEKvnix0	4445	6	true
12-0kRI0_8IJoi55L0dlN3Ws4RlWlZi3ehGhee1A1BaM	1747	5	true
1EFMpuXF6HYJ9wQdeT8wJsgGAbs1Yyz7LbEEQo34Wogw	1336	5	true
1ATfhgg4yZ1jiLYwos8_9n1vEK3uU6srbXuQtuA7INdA	3727	5	true
12DiqVZErTsapA4nxCZ-DtJ97WN_qb7qx3-2gB6PeqP0	3840	6	true
1qilX02MKC9pF2-iDu5vLG8ItNz8C6on-Otjn1Z01VbM	3552	6	true
1xhgMDmUF4NGASKrZ8EQqAHfhbhbm_wSHYmqP368FEFQ	2764	5	true
11wMlwyxKASnwLjv0HozInWDr7mT7evxjASAq1XQx6DI	2802	5	true
1PxW4xjfHkOePJoamgzuhESL0wvbXTSAyQotqgcuVOMA	1953	5	true
