drive_file_id	total_chars	total_parts	project	type	year	filename
1KcHqKjMJvHnFsrN6T_zS35Z0uhNJLW63lPEpjocb9yA	11376	7	rse-s-r-o-чехія	Загальна	0	Протокол "Номенклатура і склади".docx
15n7FRCPmNttgst18DCKSSGRncUclhmZNPkvnqC5gNY0	11368	7	rse-s-r-o-чехія	Загальна	0	Протокол Підключення КБ банку.docx
1D-KLjXRVCAKVAAbJjblnxmDcVbwua6zb	11357	5	ярослав	Статусна	2026	Протокол статусної зустрічі 11.02.2026.docx
1arOuD0P7ejmfAkO5eP7r2vWP8hocr8lXYAEhD5nMy0s	11353	6	rse-s-r-o-чехія	Фінанси	0	Протокол. Уточнення налаштування складського обліку.docx
1M_trHYEqkQ0dyXo0PyrS6WmR1gvl-WxLRBBn9DwxLmo	11349	7	rse-s-r-o-чехія	Фінанси	0	Протокол Облік.docx
1VXT98a1TZORu2HEocjVyNfO-YkG2pfMlAumoEjtjF2I	11347	6	ets-group	Збір вимог	0	Протокол обстеження – Контур ІС - ETS.docx
1w9oiT-lA57I_7_jadZ1FoJySuYJOqch1	11332	5	atmosfera	Загальна	2026	Протокол зустрічі 26.01.2026.docx
14MWFg43tdbp6Nu0s04WgBfMKaafoctnWPRcwIcGqlOs	11313	5	демз	Збір вимог	0	Протокол обстеження Складу.docx
14RscCR_s5Gb_EpHhv6ZviCzAvgYqBxOHzK-gs0zNcPE	11265	5	yodezeen	Загальна	0	Протокол зустрічі <Yodezeen>.docx
1n9wyDgckuQLr-U1pNDencPdFeV5i3U6x	11212	5	bixter-work	Загальна	2026	Протокол зустрічі 02.03.2026.docx
15hyZxd9jkbemv6KK1M49yAsipyNNwJ0K4fj0NMc0X8s	11208	8	ets-group	Збір вимог	0	Протокол обстеження – Поверхневий аналіз HR-блоку.docx
1yXajNuv2WaV4STFMT9SuVAqvMGaW2zdw	11204	5	bixter-work	Загальна	2026	Протокол зустрічі 14.01.2026.docx
1qvumctQljquNQWAhhqVpDAu_zTlEoJ2f	11195	5	тов-віп-принт	Статусна	2026	Протокол статусної зустрічі 21.01.2026.docx
1NXIyTscgElowsaYg0XQBem4S05HUlGDrvjFXfScE3KA	11186	5	трител	Збір вимог	0	Протокол обстеження – Узгодження функціональних розривів (зустріч №2) - Трител.docx
1rAQ0hqaFWe0cyyK5NRVZwHi7d1H1IbCK	11159	5	bixter-work	Загальна	2026	Протокол зустрічі 12.01.2026.docx
15-US5SPBAaCRN74FCPZ6n7ut1kmFPWq9	11146	9	ярослав	Загальна	2026	Протокол зустрічі 20.05.2026.docx
1oVTn6ncKqzR4uXHqLkr4bwFkUCbPfibpcdnv5aF2VVQ	11135	6	енергобезпека-груп	Статусна	0	Протокол статусної зустрічі 17.03.docx
14oSTvk4pJly6dcnckcg1n4OZUlH02ToZDbBWdi5SIh4	11105	7	peran-food	Загальна	0	Протокол. Фінмап та зарплатні листи.docx
1M5_eNM8D_uw-rFxZrGc1hCfjUJPFUkan	11100	6	ярослав	Загальна	2026	Протокол зустрічі 23.04.2026.docx
1j-X0TfV4GCwhdQkFPPDr8aA96WIfcX-KpxFvBhh1Gmo	11094	5	олімпіус-консалт	Статусна	2025	Протокол Статусної зустрічі 06.06.2025.docx
10syfFuPO7nip4Y-YV6DvKCiaufDy4Gv1dM9JYdsKZv0	11067	6	rse-s-r-o-чехія	Загальна	0	Протокол _Номенклатура і склади_.docx
1i3LHlRWEkhGODzhe9R9mfCOB8iTlRXMZqZymg8aaoP8	11051	7	elko-group	Загальна	0	Протокол. Фід оффер.docx
1fr9JbVDfStUm7qHMyCgwPXnjMG9MyPS1	11037	8	2-архів	Загальна	2024	Протокол_Агард_24.03.2024.docx
1xhJNy4QcmsCwsJnSK9NzfbvJ3DwMkYvv5ZB-eKUVc-Q	11013	5	трител	Фінанси	0	Протокол обстеження  - Регламентований облік(1-ша зустріч) – Трител.docx
1u3uzLwW89008REo2TGD7Q18AMvTAkJEb	11004	7	lftx	Збір вимог	2025	Протокол обстеження LFTX (ПДВ 28.07.25).docx
1oTKPMjFZOVXLwdJELXKvsTqcoX_C19hNeVkB53MN5bQ	10980	7	тов-2021-солюшинс	Збір вимог	0	Протокол обстеження обговорення специфікації | 2021 СОЛЮШИНС | ToDo.docx
1OBhMqudCI878kZZnNbWv4zvz3ynjmjAI1j8g57o-9Vc	10976	5	олімпіус-консалт	Статусна	2025	Протокол Статусної зустрічі 04.06.2025.docx
1a-irTFY6YAGDGNiccYiKCzPi_-V7rLD2x0qg0YxLJw8	10940	4	elko-group	Статусна	0	Протокол. Статусна зустріч.docx
15Iqp09uek8ZOWw3gZzm4DZMnTKF8Q2dJ	10904	5	bixter-work	Статусна	2025	Протокол статусної зустрічі 09.09.25 .docx.docx
1bm8n0lvFVJlPVsp-MTefvB7TWtVWvyslymLbnFDqHcQ	10830	6	peran-food	Збір вимог	0	Протокол. Збір вимог по логістиці.docx
1pYWTiLoP-tfJMNeKgy-Cdm-PyuhZ_lHd	10830	5	atmosfera	Загальна	2026	Протокол зустрічі 10.02.2026.docx
1u-eFa5pJGJuoqgOD5SNSeUvEcyKPgqYkBx4tZzsGRR8	10821	7	rse-s-r-o-чехія	Загальна	0	Протокол Виробництво PWRGAS: специфікації і операції.docx
1CizxD67BfP6OXVZsqOhRePZpiRLLF2-IF3Un_GCjxLM	10815	6	yodezeen	Статусна	0	ПРОТОКОЛ Статусної зустрічі <Yodezeen> .docx
1YHRLDisXUd-so67J40MVvkKSledC5VrK	10734	9	олімпіус-консалт	Загальна	2025	Протокол Зустрічі   Інвентаризація, виробництво, внутрішнє переміщення 25.07.2025_.docx
1g7W4hoUChgJOYg7HBbyBb_PyccVCwu0G5r02V6KOtds	10725	4	строй-тек-фасад-майстер	Збір вимог	2025	23.05.2025. Протокол (проведення інтерв'ю).docx
1E73WEXQGqVQUC2QIe-A26L2d3hHm8-xp	10709	5	бойові-птахи-україни-тов-warbirds	Статусна	0	Протокол статусної зустрічі 06.11.docx
1WG_VVM481SYu5KteTC3il8FHEGX9k4b5	10684	5	bixter-work	Загальна	2025	Протокол зустрічі 23.12.2025.docx
14cayhamkfRGJW2paC9KotHeUm6rIRd8UxPP1QjdM9FA	10676	7	yodezeen	Загальна	0	Протокол зустрічі №1 17.03 <Yodezeen>.docx
1VrB_CcNZPKPsYO3kHHZQsIBa0H5mmGO1S1U_A4_W3k4	10676	6	yodezeen	Збір вимог	0	Протокол обстеження Біздев 11.12.docx
1yCSvfv8m3DyCFOlyx4bcdFVQB_SZp8jVuREVYptAXXs	10669	6	yodezeen	Загальна	0	ПРОТОКОЛ зустрічі.docx
1Qg5g6x_niCgk0U-YPX53c2oC6FUAHCBz	10658	5	bixter-work	Загальна	2026	Протокол зустрічі 13.05.2026.docx
1MHwW-Iln-jFqEXvuu2Fz28_uHSXyNztr	10657	6	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) UTTC 9.Розрахунки з персоналом.docx
1oBjeqQaN5EylikfvjVy5n__Qt2eSvikJ	10656	5	бойові-птахи-україни-тов-warbirds	Статусна	0	Протокол статусної зустрічі 30.10.docx
1iJP4xrGR3CWuj72T-zxVcESWqg4zxoDzyw5j5KiyC0k	10624	7	yodezeen	Загальна	0	Протокол зустрічі 02.06.docx
1t-DjtjRt9lJQYmZjmHVOxwI75UWWDwaS	10624	5	atmosfera	Загальна	2026	Протокол зустрічі 05.02.2026.docx
1gc9zd45840oL7KgpATpPICmksKktP7nq	10587	5	бойові-птахи-україни-тов-warbirds	Статусна	0	Протокол статусної зустрічі 27.10.docx
13HSC2OoKJS2tgf9sO6ml1yWYM-evhAYledhMnPS70Jc	10508	6	rse-s-r-o-чехія	План/договір/ТЗ	0	Протокол Виробництво: планування.docx
1fvqLaLSCe8SyFJqfnh7FnFlzBAVZdr7Lt3bmLultWHA	10500	6	yodezeen	Загальна	0	ПРОТОКОЛ зустрічі.docx
1SCvhyOdySTtkME1a5ZcjgbrH0aY_QZQOl3g36Efkh-U	10424	10	atmosfera	Загальна	2026	Протокол зустрічі 06.02.2026 IT блок.docx
1vYsIMrvq4Syg8KQEiGMZtlh3Uf3aPZsvZjcFtK-STpE	10415	5	трител	Збір вимог	0	Протокол обстеження – Моделювання процесів: Запит на ремонт - Трител.docx
1HcgIBt4zY_wNnfPVOu1bc1cW7XACTRsckP0c3lOxV48	10411	7	енергобезпека-груп	Загальна	0	Протокол офлайн зустрічі 05.06.docx
17wX2zuzmH7wQXMLBIWHzffcwVKs8EwoJQx7FiZXiKqQ	10399	5	iqosa	Загальна	2025	Протокол зустрічі 29.09.2025.docx
1gb7rIuTsJk7f9rYRKGyXmN-4aGsDxKJScCMXarNuEYM	10365	5	олімпіус-консалт	Статусна	2025	Протокол Статусної зустрічі 01.07.2025.docx
1_vmVvEZs56kK_LNXW2NwT0jQiDxfKRr5az5-72_xBRg	10353	6	2-архів	Загальна	2024	Протокол Зустрічі 22.05.2024.docx
1XdM5dWPAwDu5_r3l5zL7Z7CsLJtKmcBU	10341	5	bixter-work	Загальна	2026	Протокол зустрічі 04.06.2026.docx
1dXICDUyvKyZEObubiu69LSdcYQrK2BUfg4RTQPT9SuU	10324	5	львівські-круасани	Статусна	2026	Протокол Статусної зустрічі 27.01.2026.docx
15lE1pPjBl_4FnU_XH3mmmUAPFPoNAb9qm3BAZ80_tQ4	10319	7	rse-s-r-o-чехія	Загальна	0	Протокол Підключення банку Чеська Спорітельня.docx
10Ej80MWDwv1ztVKV9lwKNR-2fL3ic3O2	10306	5	олімпіус-консалт	Фінанси	2025	Протокол Статусної Питання по упр.обліку 07.08.2025_.docx
1E7bCGZytZFUGfEmfHGjYBEgD6pZGiyEo	10241	5	atmosfera	Загальна	2026	Протокол зустрічі 12.01.2026.docx
1LlVZwKZKlOiGi35Nds0-L7ClVsZGmfE7	10224	5	atmosfera	Статусна	2026	Протокол статусної зустрічі 21.01.2026.docx
1pewjSBLj9QVsM-kOW56rcR1P_OS9e6WL	10186	6	ярослав	Загальна	2026	Протокол зустрічі 13.05.2026.docx
1lx5mcTB9iY4V9NP1KkygF18jXJemU-wUzKSGIx-nTq4	10183	6	бріолекс	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) – 25.09. .docx
1bcCDwFgFqHxIQ4Txrw-R5atFUELmXaS8	10169	6	медікус	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 17.10.2024.docx
1Zv61t9zuJNfOOuqhqqCqlG7PCc6G_N9zZvb-74kLmnU	10168	6	rse-s-r-o-чехія	Загальна	0	Протокол Управлінська звітність.docx
1tQkn3p8rGeAJj_hHnzm1KaZ277lGr44DEH3jxmBAPC4	10153	5	wiy-drones	Збір вимог	2026	Протокол обстеження 28.05.2026.docx
16HoQxJ792ii5rJTp_VV2ppua_bOi0gDK	10147	10	медікус	Загальна	2025	Протокол зустрічі  06.08.2025.docx
1Vz-VKq1fveT3WROmYj9Cba-W_cQQfuyGfmt78MjEPBM	10103	6	трител	Збір вимог	0	Протокол обстеження - Склад. Прокроково процеси роботи та вимоги(частина 2)  – Трител .docx
1khkK11rTS0CO1Boi5yWvm5ByHPWk-6FgWEkHhLuhqvI	10060	8	esper-bionics	Загальна	0	Esper Bionics Протокол зустрічі. Виробництво.docx
1KV4ECEYxQ7x-1CXt7DjvTodqTUE8zgRK	10045	6	eurozamok	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 24.09.2024.docx
177-0RytIORWjQmsYhUUpmW21_8RC2J3PaTGBoD9IDgg	10039	6	rse-s-r-o-чехія	Загальна	0	Протокол Склади: маршрутизація.docx
18uAAMOZkh75a068A6bsUDjW9RZJW6zhf	10034	9	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) UTTC 1.Загальна структура підприємства.docx
1GWYo7YZHHppzx41vpsXv5KxjfFiGzqUQ	10007	3	bixter-work	Статусна	2025	Протокол статусної зустрічі 11.11.2025.docx
15PFmokjOYS--QXE0L_r2onbOevB5CJOv	9986	5	bixter-work	Загальна	2026	Протокол зустрічі 27.05.2026.docx
1zb9dKlh0W8SUYXSwbLyvVMyBH2U3dLRM	9976	3	bixter-work	Статусна	2025	Протокол статусної зустрічі 14.11.2025 .docx
19CQoRrzXZv8ZxoCbTWyJD1aCqd88MGT6	9968	7	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) UTTC 6.Логістика.docx
1PhIsKLNF9Sb4vqqwQ1IPV1jRPc7DEfULDIWr_Ccu_xo	9923	8	esper-bionics	Загальна	0	Esper Bionics Протокол зустрічі. Серійні номери.docx
1WSy-64frTMAjr76ICqG33tBDNwHsYgEmfghRlFM6IjU	9922	7	rse-s-r-o-чехія	Навчання	0	Протокол Навчання CRM.docx
118AYvTRFjzAtVCnLLJP4BvHPXQAoQKGN	9860	6	медікус	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 14.10.2024.docx
1FrawDSDTNm1cBfu8KAtxByvaUA47Syut	9857	7	atmosfera	Статусна	2026	Протокол статусної зустрічі 04.02.2026.docx
1RtJ-LIBVe1SzIv7hoZQn_holYARRsMRP	9823	5	ярослав	Статусна	2026	Протокол статусної зустрічі 21.01.2026.docx
1AJmj53NzZoQJQwOiUqrdfq2YciSwC3HB	9806	3	bixter-work	Загальна	2025	Протокол зустрічі 22.12.2025.docx
1nWWFMnMJU9ecigxAOUGcj8-4hvu6cxWSn-LGLaat-6o	9780	10	олімпіус-консалт	Загальна	2025	Протокол Зустрічі  Рух товару по виробництву, логіка обробки замовлень  24.07.2025_.docx
1xmBGCY7xMMSsCyrQ41K7QP2eK9iGv6mAluFQ9z33Buw	9772	5	yodezeen	Статусна	2025	Протокол статусна зустріч 25.06.2025.docx
1TXTEljg7aPdPE73htyQi5k3jo8oIuM1A	9768	4	iqosa	Загальна	2025	Протокол зустрічі 12.11.2025.docx
1QYimO-ll0gtVobYi3siiZiMyqUZY3aHU	9761	6	iqosa	Статусна	2026	Протокол статусної зустрічі 09.04.2026.docx
1e5wsRPYlSew_AgmtsI1Upn5xk8Fcx7Aw	9758	9	bixter-work	Статусна	2026	Протокол статусної зустрічі 10.06.2026.docx
1UUAp9IwWmM0yaD7mbeVXNKP5ociXVWH7stcswkARSB4	9750	5	строй-тек-фасад-майстер	Загальна	2025	02.05.2025_Протокол.docx
1JunQ5xaEoYZFMB4clMesyLjZl6GoWwo57hhFhX2yKYA	9740	5	iqosa	Загальна	2025	Протокол зустрічі 21.10.2025.docx
1YWNG_RNwbD9_Ld0oYgghqpb8WN3F2CiZspORzvniGGU	9718	6	бріолекс	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) – 26.09. .docx
1-zqsV-6IbIybTap_IXnjRyR-_-yz5uCz	9631	7	iqosa	Статусна	2026	Протокол статусної зустрічі 21.05.2026.docx
1mxoYC6qFSTd3zNBRgFSB2rcGZiAXKCxHPTQNaw7Gz_Q	9579	6	тов-2021-солюшинс	Збір вимог	0	Протокол обстеження Закупівлі.docx
15X_ixCozQUEbwJWUw1zi58iQwSX6ZxpBilYWfI75DyU	9565	6	consolidator-llc	Загальна	0	Протокол зустрічі.docx
11PVBLVcAlohz6Tw7kcvpAxoARjWWpgi1	9545	6	2-архів	Збір вимог	2024	23.04.2024 Get-IT Протокол обстеження Додаткові налаштування CRM.docx
1gZ-1bl8DJlTXyac4PwFTAvzC8Px7kNKT	9509	5	бойові-птахи-україни-тов-warbirds	Загальна	0	Протокол зустрічі 17.12.docx
1Fd2I9-BYOiirlSQoil6VhWUQKCZgXLA8	9497	5	lftx	Збір вимог	2025	Протокол обстеження LFTX (Ремонти 31.07.25).docx
1Gjh2AIxKj5OTfhUdBAusesSmPwk0c999Wvf4UsodLe4	9475	5	медікус	Статусна	2025	Протокол Статусної зустрічі 27.06.2025.docx
1Zy7jehWkc1D3XDRga8Uusth9FBjO19fo7M1G1tAuR5Q	9466	10	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю).docx
1qjrPdPV-DtwBhqMGS9_Ek4APTTIDGhoz	9444	5	iqosa	Статусна	2025	Протокол статусної зустрічі 13.11.2025.docx
11Wh7Fx4XYcASMO6C7MYjOI4Us8Omb3Kl	9404	5	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) UTTC 5.Склад.docx
1-RXrM4kFV3vFeekoUxzcIN8o-DGzVnyqvVA_bT5Ckhg	9389	6	yodezeen	Збір вимог	0	Протокол обстеження .docx
12sHAhBlq46RcL5gMOS1BmH9KshFPEtad	9377	5	ярослав	Статусна	2025	Протокол статусної зустрічі 03.12.2025.docx
1eU8tsQ7wp_eJPt_qVp1KYPAKQ59ylAWsMZSiJ53Q29k	9365	5	iqosa	Статусна	2025	Протокол статусної зустрічі 23.09.2025.docx
1jpAOZ9DAFt7w_lkgBP_ks1EHfpyr717Dmi7JX1llyHk	9358	6	бріолекс	Збір вимог	0	Протокол обстеження "Уточнення та обговорення Технічних Рішень" - Бріолекс.docx
1zutCKVFZZHVzuIomXWo1KnVEBtY8vGSI	9336	5	bixter-work	Статусна	2026	Протокол статусної зустрічі 01.04.2026.docx
1Hf8MJU4F_e6Hhe5NkxhaXimBHG-lenw9	9331	7	смарт-блок	Загальна	2025	Протокол 29.01.2025.docx
1MNOR4XFJwf62c4zF8FhLx1yS-jEWz02VXP9jUtlyRpc	9266	6	rse-s-r-o-чехія	Демонстрація	0	Протокол Демонстрація процесу.docx
1BebzXjHrMRhilrWt8BELxCNDiT5mgKpFVo9PNgnzv0o	9227	5	iqosa	Загальна	2025	Протокол зустрічі 22.10.2025.docx
1KfqI5Igsj9gFbSSb4Tnz7XyWwJIPchjTKwequ69neCY	9214	10	esper-bionics	Загальна	0	Esper Bionics Протокол зустрічі . Номенклатура. Склад.docx
1Y26M023b1wuhQaxO0ZBX7owvzS2fJo95	9201	8	peran-food	Збір вимог	2025	Протокол обстеження 17.04.2025.docx
14Kg3u9Y2cFBigzBRptVbB84G2tZrbzCrYGTce8PXcVc	9196	6	peran-food	Установча	0	Протокол. Установча зустріч.docx
14drzu1mKrpSn4YJJUr9SMVVOa8welWM4irKt_IxXxYM	9166	6	yodezeen	Загальна	0	ПРОТОКОЛ зустрічі .docx
1X4jL0dumCeJX3bHmHV8aj9w5kcvtfhOumRvNrPTp7OY	9139	4	consolidator-llc	Загальна	0	Протокол зустрічі.docx
1-weT_8RbaBnOcGR-N9dIRONZQR4gbNIT	9125	5	bixter-work	Загальна	2026	Протокол зустрічі 04.03.2026.docx
1YTLyX7vhA1Bo-oMEkYBEAdJSbSCmDB7AHP-Lb-QYpSQ	9095	6	агро-технік	Статусна	2026	Протокол статусної зустрічі 14.04.2026.docx
17EjfQdelKkyIyaQZatdA9hh47DjYteJF	9067	6	eurozamok	Загальна	2024	 Протокол зустрічі по збору інформації бізнес-процесів 18.09.24.docx
19o0uJEIxbYiCY4hjOecE1ixo9I4G-Nm0SAfnrWU7HcQ	9054	6	yodezeen	Загальна	0	ПРОТОКОЛ зустрічі.docx
1WPFYuLALOnUV6iMqY-PdNYYcn-FOIKcGGTUljoJpgHQ	9032	6	yodezeen	Загальна	0	ПРОТОКОЛ зустрічі .docx
1Cs1niffnLs4L1_c2jjhe7GqkgC6pOqm6olD9rT8Yeks	9031	9	тов-стар-світ-юа-логістика	Загальна	0	Протокол зустрічі Юридична та організаційна структури.docx
1onnwDyUjjX28_aT1xBpr3NW4RCEjbS-uoGcCZZ1vUQ8	9000	10	трител	Збір вимог	0	(Чернетка)Протокол обстеження – Трител - ToDo. Узгодження функціональних розривів (зустріч №1).docx
1HYJQy4riP-oZPFdytTaB9E_sh3ljcJ57	8992	7	eurozamok	Загальна	2024	Протокол  зустрічі по збору інформації бізнес-процесів 13.09.24.docx
1H2Pa7IuQGXoQoqRNlTDdUOEaoyco8dPJ	8974	6	iqosa	Статусна	2026	Протокол статусної зустрічі 16.04.2026.docx
1PUbXG2smJILJHbiB5AmFPhkw6RhLQbr8xC2Zi7y662A	8949	6	elko-group	Загальна	0	Протокол. Підроцес створення замовлення.docx
1XFGfVx75SJtWGY0ANaKFnrR2zX9svY6u	8947	11	bixter-work	Статусна	2025	Протокол статусної зустрічі 10.11.2025.docx
1QeiM3O7TltwuUlFekaFWnB3FrMkcgcSnvcvTbsM6J_E	8946	7	енергобезпека-груп	Статусна	0	Протокол статусної зустрічі 06.04.docx
1aq34y30QDAvDAeQ5OhD8KL59J1F-ll9pntJoAd3lewA	8935	6	yodezeen	Фінанси	0	Протокол обстеження Фінанси №2.docx
1qD0nv7LhjVXT21nqyNf14PWKeWid8BK746A2OJ786FQ	8930	8	2-архів	Загальна	2023	Копия Протокол встречи 10-11-23. Номенклатура. Склад.docx
1-F7dFQ_OYtk9konZrlEIziSkou_Q0DU2MdEvdi214NU	8930	8	2-архів	Загальна	2023	Протокол встречи 10-11-23. Номенклатура. Склад.docx
1Yoo-maIELfgHA4qD0FFoW18OpvFnJKC4	8909	5	ярослав	Статусна	2026	Протокол статусної зустрічі 13.03.2026.docx
18XW7rR4zxtTCmlRI6kTHXe_qB_cxWJs9	8905	5	bixter-work	Загальна	0	Протокол зустрічі.docx
137KsKCvEtENNhtU60-Mpn--BWi2VDijamW0MFsk09ys	8891	6	енергобезпека-груп	Загальна	0	Протокол офлайн зустрічі 22.05.docx
1lre42MgalZ4ObfYriiFhaSPcpCRLCnFE	8869	9	bixter-work	Статусна	2025	Протокол статусної зустрічі 01.10.25.docx
1AAcdqsSWSu7JD5e9-VgEiwXzelqXVJ7HhRccJgzXUtk	8862	3	diason	Фінанси	2026	2026-02-25. Протокол зустрічі. Збір вимог. Управлінський облік (№1).docx
1m4J81Loq5wlpHHFUn2FQ3hsyn9e_jiup	8833	6	медікус	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 18.10.2024.docx
1oDw99uOCLJ8s50EHnV7LXVJR989y4jsA	8750	6	rse-s-r-o-чехія	Збір вимог	2025	Протокол обстеження Доробки CRM (PLM, Survey, Agreement) 13.05.2025.docx
1qxFgzSyM7hvDsDvp87HtUS5E_2SJTzN9	8750	6	смарт-блок	Демонстрація	0	Протокол: Статусна + презентація процесу закупівель.docx
1_iRXfprDXbmZT6lTTmqGSShs0JaD1RHulivXBsaTsLE	8736	5	iqosa	Статусна	2025	Протокол статусної зустрічі 23.10.2025.docx
1l5Y6KKCxqURqNzcvyTZ7H_d9YhdFjloU	8730	7	2-архів	Збір вимог	0	Протокол обстеження (проведення інтерв'ю) UTTC 2.Структура номенклатури.docx
1_Kti-SSCmWovOwZ6A2KFdA5s1qoH1I4i	8728	5	iqosa	Загальна	2025	Протокол зустрічі 24.11.2025.docx
1Z86QFVFWkyFTHJVrM0J3TS1Ow4X_4j3ZbDA0sWD-Q3I	8726	6	rse-s-r-o-чехія	Загальна	0	Протокол ToDo Узгодження банківських виписок.docx
1FABHomf-iRdQpk7yFdlDAhGIbdDI7iVz	8713	6	eurozamok	Статусна	2024	Протокол зустрічі по збору інформації бізнес-процесів та статусної зустрічі 20.09.24 .docx
1gb-NRfhWUSnA7JDU6XAVPdWhRfgz095G	8668	5	iqosa	Статусна	2026	Протокол статусної зустрічі 26.02.2026.docx
1_Sc5ZBCTIoc_Ld4cp0Pfs0rd0-sm1bFz	8660	5	bixter-work	Загальна	2026	Протокол зустрічі 10.02.2026.docx
1MX_8Qf4cg6H0uvg0T-DxTzxYQmY1CZer	8629	5	бойові-птахи-україни-тов-warbirds	Загальна	0	Протокол зустрічі 12.12.docx
1SrM4TK3184J8U2JBHUxJG7XqFcEch7Al	8596	6	bixter-work	Загальна	2026	Протокол зустрічі 01.05.2026.docx
1g9UQSxaIk9LbCQMYNfQ3dQ7ERBi_hVNlq_HA4lc5Xuo	8550	6	yodezeen	Загальна	0	ПРОТОКОЛ зустрічі .docx
1L_dOtLWxrUb4qcK92G20xUUsqHMuQrWDLM0SNq7poGo	8521	5	ярослав	Статусна	2025	Протокол статусної зустрічі 25.04.2025.docx
1aDewz_43KFZkvY8QP7_MZb68QimAfOd59k_QhWg3RFs	8495	5	енергобезпека-груп	Загальна	0	Протокол зустрічі 17.02.docx
1NKqnYtcCmjTWWhSXhYImAXp0nWzuyROK4dlTHuh4Nh4	8443	11	rse-s-r-o-чехія	Фінанси	2025	Протокол зустрічі 09.04.2025. Управлінський облік.docx
1xYkBPnydBHEdItxuHYWhTHqixDHM432a	8439	5	ярослав	Загальна	2026	Протокол зустрічі 27.05.2026.docx
1O4TqoGRvAfG2qYRItIlKBRiVnLAlIVFG	8430	3	bixter-work	Статусна	2025	Протокол статусної зустрічі 12.11.2025 .docx
1acEyx8gqvjxgmYThYv3eIp2UOPjIJa8-p1eiIBuTWWw	8358	5	yodezeen	Збір вимог	2024	Протокол обстеження Біздев 04.11.2024.docx
17WCLhlBVkZYbrY7KXizNHr-BtDQH7owGSHgP-UnyP90	8348	6	бріолекс	Загальна	0	Протокол зустрічі – Мітки в контактах та Medoc.docx
1yfK5JjSEjchG2AlaHXccRah2Xb3L83ljl5x6928xURE	8341	5	yodezeen	Загальна	0	ПРОТОКОЛ зустрічі.docx
1CncLlXJNU87uMm4Oh5BlMi4iNOehc7Kk	8322	6	ярослав	Інтеграції	2025	ПП _Ярослав_ Протокол Статусної зустрічі (Обговорення питань інтеграції) 2025-02-28.docx
1JbSKU5vWOfojCZWbnR5bKMf0tSWY-_gr	8314	5	бойові-птахи-україни-тов-warbirds	Статусна	0	Протокол статусної зустрічі 17.11.docx
1v14qIOBOUiiuh6lIoqEEWNna-schmOfspHb_J-B8Fos	8301	9	львівські-круасани	Статусна	2026	Протокол статусної зустрічі 12.05.2026.docx
1_2VltFyyFlMYVs-q7c96s9G6Y0HscRN98UulYLPPsys	8298	6	медікус	Загальна	2024	Протокол зустрічі по збору інформації бізнес-процесів 04.10.2024.docx
12BRcZ-5AeD6UwBk1XkQEUi747CE01jPDSAL0nGxpUVA	8270	10	atmosfera	План/договір/ТЗ	2026	Протокол зустрічі 04.02.2026 Договорна_діяльність.docx
1c6DYQyRzCUUtVdp1wsgBwMy3ahihLhco	8226	5	ярослав	Статусна	2026	Протокол статусної зустрічі 04.03.2026.docx
1Vny0CbYRLmq_vAT1bupLe_d10vwtbmmKfvRi0SIZu6I	8206	5	ярослав	Фінанси	0	ПП "Ярослав" Протокол зустрічі. Контур інформаційної системи, фінансовий облік.docx
189ZFbrxnO4k6YSWkOBVeMAf827leWTHQ	8203	5	ярослав	Статусна	2025	Протокол статусної зустрічі 10.12.2025.docx
19yDxYOjD3JWQWo0heL7-_MmuScHYm-td	8192	4	bixter-work	Загальна	0	Протокол зустрічі.docx
14o1oU_Wml0JC5AQ6nSSOOur0JK_6iTB0	8187	5	lftx	Загальна	0	Протокол  управлінська звітність 02.09.docx
1FstX8rqdtIy4m57byMb1aMv3wYxCY6ESRv5LPCbN2G0	8130	5	медікус	Статусна	2025	Протокол Статусної зустрічі 02.07.2025.docx
1NeiXbeqjwI9mqC-ciHOFVkjPFeNn9MGx	8129	3	pilab	Фінанси	2026	2026-02-25 -- Протокол зустрічі (Облік).docx
1tIEaadAKCA1OwYxOAyMft6wKbAd7UtDzjqfyJ6IfCNY	8064	9	esper-bionics	Загальна	2024	Esper Bionics Протокол зустрічі 18.06.24.docx
1wtKueV81unkIXnabDAomOq72Y9qZd0tp7ylOzV3ww0U	8050	4	wiy-drones	Демонстрація	0	Протокол демонстрації модуля Self-ERP.docx
1ZpqWpcPmh0Kd_A8OkgfYPKC-Cva0DTFB8v9UJ-poWDM	8034	6	yodezeen	Збір вимог	0	Протокол обстеження Біздев 12.12.docx
1f66FUSAON3-5_YhhXqslGkIzf41CXnd8	8021	6	медікус	Загальна	2024	Протокол зустрічі по збору інформації відділ кадрів, оічкування від системи 22.10.2024.docx
